Crop,Question,Answer
cassava,which soil is suitable for growing of cassava,"A number of soils that are Well drained, fertile loam soils that are deep enough to support plant growth."
cassava,which soil is suitable for growing of cassava,"Most soils that are well drained, fertile loam soils that are deep enough to support plant growth."
maize,which soil is suitable for maize growing,"Well drained, fertile loam soils that are deep enough to support plant growth."
cassava,which soil nutrients are good for planting cassava,Nitrogen
cassava,which soil type is best for cassava.why do cassava cuttings become bigger in the soil.,"Well drained, fertile loam soils that are deep enough to support plant growth."
cassava,which soil type is better for cassava,Loam soil
beans,which soil type is good for beans?,Loam soil
maize,which species of maize is fast maturing,Longe 10H
maize,which stage is early for weeding maize?,Three weeks after planting
beans,which type of beans is good for planting,NAROBEANs
cassava,which type of cassava is best for growing,Improved varieties such as NASE series
cassava,which type of cassava is disease resistant,Improved cassava varieties
cassava,which type of cassava needs slashing the stem,Slashing the stems can lead to poor growth of roots
cassava,which type of cassava stem can I plant in my garden,Mature and disease free stem
maize,which type of caterpillars it's on maize,Fall army worms
cassava,which type of chemical is good for cassava,May be insecticides like pyrethroids to stop weevils
general,which type of chemical should I use,Please be specific
maize,which type of chemical should I use for spraying my maize garden,Use reccomended pesticides depending on what you are controlling
cassava,which type of chemical should I use to spray cassava mosaic,Nothing. No spraying can remove virus
general,which type of chemical should I use to spray locusts on my Crops?,Striker pestcides and pyrethroids
beans,which type of chemical spray spider on bean leaf?,Mitecides can kill spiders
cassava,which type of crop can I intercrop with cassava,Beans and maize
maize,which type of crop is good for intercropping with maize,Beans
cassava,which type of disease is common in cassava leaf,"CBSD, CMD, CBB"
general,which type of fertilizer can I use for planting,"Fertilisers such as NPK, CAN and Urea containing nitrogen applied just before planting are good for improved germination and vigor in plants"
maize,which type of germination takes place in Maize,Hypogeal
general,which type of herbicides can I apply to control weeds in my garden,Weed master or glyphosate
maize,which type of machine should I use for cutting my maize during rainy season,Harvesters including pangas and sickles
maize,which type of maize is good for planting,High yielding improved hybrid or open pollinated varieties
maize,which type of maize makes first class posho?,Any maize as long it is milled properly
maize,which type of maize seed makes two combs,All longe varieties planted in a good soil
beans,which type of method can I use for drying My beans,use tarpaulins
maize,which type of pest affect maize,"The moth group( which includes cutworms, earworms, borers and grain moth), beetles (grubs, grain borers and weevils)"
general,which type of pesticide can I apply to control pests in my garden,Depends on what you are spraying
cassava,which type of pesticide can I use to control Cassava green mite in my Cassava,None not specified
general,which type of pesticide should I apply to control pests in my garden,Depends on what you are spraying
beans,which type of pesticides is used for beans,Mostly are the pest control chemicals available in markets.
maize,which type of pesticides is used for spraying maize,Metrazin
cassava,which type of plant materials is resistant to mosaic disease,Improved NASE and NAROCASS varieties
maize,which type of pollination is good for maize growth,Cross pollination
general,which type of seeds is good for planting during rainy season,Viable seeds
maize,which type of soil does well with maize,"Well drained, fertile loam soils that are deep enough to support plant growth."
general,which type of soil has low capillarity?,Clay
cassava,which type of soil is good for growing cassava,Loam
maize,which type of soil is good for growing maize,"Well drained, fertile loam soils that are deep enough to support plant growth."
cassava,which type of soil is suitable for planting cassava?,"Most soils that are Well drained, fertile loam soils that are deep enough to support plant growth."
general,which type of soil layers contain Moro plant nutrients?,Loam soil
cassava,which type of. soil is good for growing cassava,"Well drained, fertile loam soils that are deep enough to support plant growth."
